FPR,TPR_correctlocal
0.0,0.0004116920543433512
0.0006593116786075338,0.15129682997118155
0.0016263021405652498,0.17908604363935776
0.002505384378708628,0.19452449567723343
0.0029449254977803175,0.20975710168793743
0.003472374840666344,0.21984355701934952
0.0038240077359236956,0.2278715520790449
0.003999824183552371,0.2344586249485385
0.004307502966902554,0.24145738987237547
0.004571227638345567,0.2480444627418691
0.004790998197881412,0.25257307533964596
0.005054722869324425,0.2568958419102511
0.005362401652674608,0.260806916426513
0.005801942771746297,0.2655413750514615
0.006109621555096479,0.2669822972416632
0.006285438002725155,0.2723342939481268
0.006505208562260999,0.2756278303828736
0.006637070897982506,0.2818032111980239
0.006812887345611182,0.28447920955125566
0.006944749681332688,0.2875668999588308
0.007164520240868533,0.29250720461095103
0.007472199024218715,0.2945656648826678
0.007560107248033053,0.29724166323589957
0.00769196958375456,0.299505969534788
0.007823831919476066,0.3011527377521614
0.008043602479011912,0.3027995059695348
0.008043602479011912,0.3044462741869082
0.00813151070282625,0.30671058048579664
0.008219418926640588,0.30835734870317005
0.0084831435980836,0.3091807328118567
0.008571051821897938,0.31144503911074517
0.008702914157619446,0.31329765335529025
0.008702914157619446,0.31556195965417866
0.00887873060524812,0.3157678056813504
0.009010592940969628,0.31659118979003703
0.009054547052876796,0.3178262659530671
0.00927431761241264,0.3192671881432688
0.009494088171948486,0.32091395636064224
0.009538042283855654,0.3219431864965006
0.009669904619577162,0.32338410868670237
0.009889675179113006,0.32400164676821736
0.009933629291020174,0.3242074927953891
0.010197353962463188,0.3250308769040757
0.010329216298184694,0.32523672293124745
0.01050503274581337,0.3264717990942775
0.01050503274581337,0.3277068752573075
0.01054898685772054,0.32791272128447924
0.010680849193442046,0.32914779744750927
0.010812711529163552,0.3297653355290243
0.010856665641070722,0.33058871963771097
0.011032482088699398,0.3320296418279127
0.011032482088699398,0.3330588719637711
0.011120390312513736,0.3338822560724578
0.011208298536328074,0.33449979415397285
0.011208298536328074,0.3357348703170029
0.011252252648235242,0.3365582544256896
0.011252252648235242,0.33676410045286126
0.011428069095863918,0.3373816385343763
0.011515977319678256,0.338205022643063
0.011647839655399762,0.3392342527789214
0.011647839655399762,0.33944009880609305
0.011647839655399762,0.3398517908604364
0.011647839655399762,0.3406751749691231
0.011691793767306932,0.3414985590778098
0.011691793767306932,0.3414985590778098
