ImageID,ExpCAM,Threshold,CenterX,CenterY,r=1,r=2,r=3,r=4,r=5,r=6,r=7,r=8,r=9,r=10,r=11,r=12,r=13,r=14,r=15,r=16,r=17,r=18,r=19,r=20,r=21,r=22,r=23,r=24,r=25,r=26,r=27,r=28,r=29,r=30,r=31,r=32,r=33,r=34,r=35,r=36,r=37,r=38,r=39,r=40,r=41,r=42,r=43,r=44,r=45,r=46,r=47,r=48,r=49,r=50,r=51,r=52,r=53,r=54,r=55,r=56,r=57,r=58,r=59,r=60,r=61,r=62,r=63,r=64,r=65,r=66,r=67,r=68,r=69
05-18505_20160204_030_ax_fg,eigencam,0.3,124,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.07142857142857142,0.17142857142857143,0.2571428571428571,0.32857142857142857,0.38571428571428573,0.38571428571428573,0.38571428571428573,0.38571428571428573,0.4142857142857143,0.45714285714285713,0.5,0.5428571428571428,0.5857142857142857,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6285714285714286,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.8857142857142857,0.9142857142857143,0.9571428571428572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
05-18505_20160204_031_ax_fg,eigencam,0.3,123,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.08823529411764706,0.14705882352941177,0.22058823529411764,0.23529411764705882,0.25,0.29411764705882354,0.3382352941176471,0.38235294117647056,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.4852941176470588,0.5441176470588235,0.6029411764705882,0.6911764705882353,0.7647058823529411,0.8529411764705882,0.9117647058823529,0.9705882352941176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
05-18505_20160204_137_ax_fg,eigencam,0.3,43,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03529411764705882,0.08235294117647059,0.15294117647058825,0.2,0.29411764705882354,0.3411764705882353,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.3764705882352941,0.4117647058823529,0.5058823529411764,0.6,0.7176470588235294,0.8352941176470589,0.9294117647058824,0.9882352941176471
05-18505_20160204_152_ax_fg,eigencam,0.3,113,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.10256410256410256,0.18803418803418803,0.26495726495726496,0.358974358974359,0.4017094017094017,0.41025641025641024,0.41025641025641024,0.41025641025641024,0.41025641025641024,0.42735042735042733,0.47863247863247865,0.5726495726495726,0.6666666666666666,0.7521367521367521,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.7863247863247863,0.811965811965812
05-18505_20160204_153_ax_fg,eigencam,0.3,116,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022058823529411766,0.058823529411764705,0.09558823529411764,0.13970588235294118,0.16176470588235295,0.16911764705882354,0.16911764705882354,0.16911764705882354,0.16911764705882354,0.16911764705882354,0.16911764705882354,0.22058823529411764,0.29411764705882354,0.34558823529411764,0.4338235294117647,0.4852941176470588,0.5441176470588235,0.5441176470588235,0.5441176470588235,0.5441176470588235,0.5441176470588235,0.5441176470588235,0.5441176470588235,0.5514705882352942,0.5808823529411765,0.6029411764705882,0.6102941176470589,0.6470588235294118,0.6985294117647058,0.7426470588235294,0.7794117647058824,0.8014705882352942,0.8014705882352942,0.8014705882352942,0.8014705882352942,0.8014705882352942,0.8014705882352942,0.8088235294117647,0.8235294117647058,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176,0.8455882352941176
05-18505_20160204_154_ax_fg,eigencam,0.3,113,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014184397163120567,0.04964539007092199,0.0851063829787234,0.1276595744680851,0.1702127659574468,0.2198581560283688,0.22695035460992907,0.22695035460992907,0.22695035460992907,0.22695035460992907,0.22695035460992907,0.22695035460992907,0.22695035460992907,0.22695035460992907,0.22695035460992907,0.22695035460992907,0.24113475177304963,0.3049645390070922,0.3617021276595745,0.44680851063829785,0.5035460992907801,0.5531914893617021,0.5815602836879432,0.5886524822695035,0.5886524822695035,0.5886524822695035,0.5886524822695035,0.5886524822695035,0.5886524822695035,0.5886524822695035,0.5886524822695035,0.5886524822695035,0.624113475177305,0.6737588652482269,0.723404255319149,0.7730496453900709,0.8014184397163121,0.8014184397163121,0.8014184397163121,0.8085106382978723,0.8439716312056738,0.900709219858156,0.9574468085106383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
05-18505_20160204_155_ax_fg,eigencam,0.3,114,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03305785123966942,0.10743801652892562,0.17355371900826447,0.2644628099173554,0.3305785123966942,0.38016528925619836,0.4214876033057851,0.4214876033057851,0.4214876033057851,0.4214876033057851,0.4214876033057851,0.4214876033057851,0.4214876033057851,0.4214876033057851,0.4214876033057851,0.4214876033057851,0.4214876033057851,0.45454545454545453,0.512396694214876,0.5702479338842975,0.628099173553719,0.6694214876033058,0.6694214876033058,0.6694214876033058,0.6694214876033058,0.6859504132231405,0.743801652892562,0.8264462809917356,0.9090909090909091,0.9834710743801653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
05-18505_20160204_156_ax_fg,eigencam,0.3,112,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.1,0.16363636363636364,0.2545454545454545,0.3181818181818182,0.39090909090909093,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.41818181818181815,0.4636363636363636,0.5272727272727272,0.5818181818181818,0.6363636363636364,0.6818181818181818,0.6909090909090909,0.6909090909090909,0.7090909090909091,0.7636363636363637,0.8454545454545455,0.9090909090909091,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
05-18505_20160204_157_ax_fg,eigencam,0.3,122,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.09210526315789473,0.17105263157894737,0.2631578947368421,0.3157894736842105,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3815789473684211,0.42105263157894735,0.47368421052631576,0.5394736842105263,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.6052631578947368,0.6973684210526315,0.7763157894736842,0.8552631578947368,0.9342105263157895,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0
05-18505_20160204_158_ax_fg,eigencam,0.3,121,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.3684210526315789,0.47368421052631576,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.631578947368421,0.8421052631578947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
