ImageID,ExpCAM,Threshold,CenterX,CenterY,r=1,r=2,r=3,r=4,r=5,r=6,r=7,r=8,r=9,r=10,r=11,r=12,r=13,r=14,r=15,r=16,r=17,r=18,r=19,r=20,r=21,r=22,r=23,r=24,r=25,r=26,r=27,r=28,r=29,r=30,r=31,r=32,r=33,r=34,r=35,r=36,r=37,r=38,r=39,r=40,r=41,r=42,r=43,r=44,r=45,r=46,r=47,r=48,r=49,r=50,r=51,r=52,r=53,r=54,r=55,r=56,r=57,r=58,r=59,r=60,r=61,r=62,r=63,r=64,r=65,r=66,r=67,r=68,r=69
800156517_20161011_090_ax_fg,gradcam,0.3,103,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.015053763440860216,0.030107526881720432,0.047311827956989246,0.06881720430107527,0.08817204301075268,0.1053763440860215,0.12688172043010754,0.14838709677419354,0.16344086021505377,0.17849462365591398,0.1913978494623656,0.1956989247311828,0.2086021505376344,0.22795698924731184,0.2537634408602151,0.3032258064516129,0.35698924731182796,0.410752688172043,0.4666666666666667,0.5268817204301075,0.5827956989247312,0.6365591397849463,0.6580645161290323,0.6838709677419355,0.7053763440860215,0.7247311827956989,0.7440860215053764,0.7591397849462366,0.7741935483870968,0.7913978494623656,0.8064516129032258,0.8236559139784946,0.832258064516129,0.853763440860215,0.8709677419354839,0.9010752688172043,0.9311827956989247,0.956989247311828,0.978494623655914,0.9935483870967742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_091_ax_fg,gradcam,0.3,106,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005747126436781609,0.019157088122605363,0.0421455938697318,0.08620689655172414,0.13984674329501914,0.20114942528735633,0.2662835249042146,0.3218390804597701,0.38697318007662834,0.4386973180076628,0.48659003831417624,0.5363984674329502,0.5766283524904214,0.6226053639846744,0.6609195402298851,0.6877394636015326,0.6973180076628352,0.7068965517241379,0.7164750957854407,0.7279693486590039,0.7413793103448276,0.7586206896551724,0.7720306513409961,0.7835249042145593,0.7950191570881227,0.8199233716475096,0.8486590038314177,0.8620689655172413,0.8716475095785441,0.8754789272030651,0.8754789272030651,0.8754789272030651,0.8754789272030651,0.8754789272030651,0.8754789272030651,0.8850574712643678,0.8946360153256705,0.9099616858237548,0.9272030651340997,0.9425287356321839,0.9578544061302682,0.9693486590038314,0.9846743295019157,0.9923371647509579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_092_ax_fg,gradcam,0.3,115,111,0.0,0.004228329809725159,0.010570824524312896,0.023255813953488372,0.035940803382663845,0.048625792811839326,0.0507399577167019,0.0507399577167019,0.0507399577167019,0.0507399577167019,0.0507399577167019,0.052854122621564484,0.0613107822410148,0.06976744186046512,0.07822410147991543,0.0824524312896406,0.0824524312896406,0.0824524312896406,0.0824524312896406,0.0824524312896406,0.0824524312896406,0.0824524312896406,0.08456659619450317,0.08879492600422834,0.10993657505285412,0.1416490486257928,0.17970401691331925,0.22410147991543342,0.2854122621564482,0.3361522198731501,0.38477801268498946,0.4334038054968288,0.4714587737843552,0.49471458773784355,0.5200845665961945,0.5391120507399577,0.5665961945031712,0.6236786469344608,0.6849894291754757,0.7568710359408034,0.8245243128964059,0.8942917547568711,0.9408033826638478,0.9725158562367865,0.9936575052854123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_093_ax_fg,gradcam,0.3,140,148,0.0,0.0,0.0,0.004651162790697674,0.01627906976744186,0.037209302325581395,0.06976744186046512,0.09767441860465116,0.12093023255813953,0.1325581395348837,0.14186046511627906,0.1511627906976744,0.1558139534883721,0.1558139534883721,0.16744186046511628,0.17674418604651163,0.18372093023255814,0.18604651162790697,0.18604651162790697,0.20465116279069767,0.22790697674418606,0.24651162790697675,0.2627906976744186,0.2813953488372093,0.29767441860465116,0.313953488372093,0.32790697674418606,0.3395348837209302,0.34418604651162793,0.35348837209302325,0.36046511627906974,0.37209302325581395,0.39069767441860465,0.4069767441860465,0.4232558139534884,0.43488372093023253,0.44651162790697674,0.46511627906976744,0.4790697674418605,0.5069767441860465,0.5395348837209303,0.5744186046511628,0.6069767441860465,0.6302325581395349,0.6488372093023256,0.6534883720930232,0.6581395348837209,0.6697674418604651,0.6930232558139535,0.7209302325581395,0.7511627906976744,0.7767441860465116,0.8,0.8232558139534883,0.8441860465116279,0.8674418604651163,0.8930232558139535,0.9069767441860465,0.9116279069767442,0.913953488372093,0.9209302325581395,0.9279069767441861,0.9279069767441861,0.9372093023255814,0.9465116279069767,0.9604651162790697,0.9744186046511628,0.986046511627907,1.0
800156517_20161011_094_ax_fg,gradcam,0.3,112,111,0.0,0.0,0.006211180124223602,0.015527950310559006,0.034161490683229816,0.049689440993788817,0.07142857142857142,0.09937888198757763,0.11801242236024845,0.13354037267080746,0.15217391304347827,0.17701863354037267,0.1956521739130435,0.19875776397515527,0.19875776397515527,0.19875776397515527,0.19875776397515527,0.19875776397515527,0.19875776397515527,0.19875776397515527,0.19875776397515527,0.19875776397515527,0.2111801242236025,0.2267080745341615,0.2608695652173913,0.2981366459627329,0.33229813664596275,0.391304347826087,0.42857142857142855,0.4782608695652174,0.5186335403726708,0.546583850931677,0.562111801242236,0.5869565217391305,0.593167701863354,0.6118012422360248,0.6645962732919255,0.7236024844720497,0.8105590062111802,0.8695652173913043,0.9099378881987578,0.9285714285714286,0.953416149068323,0.9720496894409938,0.984472049689441,0.9968944099378882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_095_ax_fg,gradcam,0.3,111,111,0.0,0.0,0.006472491909385114,0.016181229773462782,0.032362459546925564,0.061488673139158574,0.09061488673139159,0.12297734627831715,0.1553398058252427,0.1779935275080906,0.19741100323624594,0.22006472491909385,0.22330097087378642,0.22330097087378642,0.22330097087378642,0.22330097087378642,0.22330097087378642,0.22330097087378642,0.22330097087378642,0.22330097087378642,0.22653721682847897,0.23948220064724918,0.2588996763754045,0.29449838187702265,0.3365695792880259,0.37540453074433655,0.42071197411003236,0.45307443365695793,0.49838187702265374,0.5372168284789643,0.5566343042071198,0.5598705501618123,0.5598705501618123,0.5598705501618123,0.5760517799352751,0.6116504854368932,0.6634304207119741,0.7281553398058253,0.7864077669902912,0.8381877022653722,0.8640776699029126,0.8964401294498382,0.912621359223301,0.9223300970873787,0.9449838187702265,0.9676375404530745,0.9902912621359223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_096_ax_fg,gradcam,0.3,106,107,0.0,0.0,0.0,0.0,0.0033112582781456954,0.013245033112582781,0.033112582781456956,0.059602649006622516,0.09602649006622517,0.12582781456953643,0.15562913907284767,0.18211920529801323,0.1986754966887417,0.2119205298013245,0.2152317880794702,0.2152317880794702,0.2152317880794702,0.2152317880794702,0.2152317880794702,0.2251655629139073,0.23841059602649006,0.2582781456953642,0.304635761589404,0.34105960264900664,0.38741721854304634,0.4337748344370861,0.48013245033112584,0.543046357615894,0.5860927152317881,0.6258278145695364,0.6324503311258278,0.6324503311258278,0.6324503311258278,0.6324503311258278,0.6490066225165563,0.6556291390728477,0.6655629139072847,0.6821192052980133,0.7086092715231788,0.7350993377483444,0.7615894039735099,0.7880794701986755,0.7980132450331126,0.7980132450331126,0.8112582781456954,0.8344370860927153,0.8576158940397351,0.890728476821192,0.9172185430463576,0.9304635761589404,0.9437086092715232,0.956953642384106,0.9735099337748344,0.9933774834437086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_097_ax_fg,gradcam,0.3,121,114,0.0,0.0,0.0,0.0,0.00821917808219178,0.024657534246575342,0.0410958904109589,0.0684931506849315,0.0958904109589041,0.12054794520547946,0.12602739726027398,0.12602739726027398,0.12602739726027398,0.12602739726027398,0.136986301369863,0.1506849315068493,0.16712328767123288,0.1863013698630137,0.2,0.2136986301369863,0.2136986301369863,0.2136986301369863,0.2136986301369863,0.21643835616438356,0.23013698630136986,0.24383561643835616,0.25753424657534246,0.273972602739726,0.2958904109589041,0.33424657534246577,0.3780821917808219,0.43561643835616437,0.5041095890410959,0.5780821917808219,0.6547945205479452,0.726027397260274,0.8,0.8547945205479452,0.8931506849315068,0.9205479452054794,0.9342465753424658,0.947945205479452,0.9671232876712329,0.9835616438356164,0.9945205479452055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_098_ax_fg,gradcam,0.3,114,118,0.0,0.0020876826722338203,0.020876826722338204,0.03966597077244259,0.06889352818371608,0.09812108559498957,0.11691022964509394,0.1419624217118998,0.16075156576200417,0.1837160751565762,0.21294363256784968,0.22755741127348644,0.25260960334029225,0.2860125260960334,0.3173277661795407,0.33820459290187893,0.3695198329853862,0.3987473903966597,0.42379958246346555,0.4384133611691023,0.453027139874739,0.4697286012526096,0.49478079331941544,0.524008350730689,0.55741127348643,0.592901878914405,0.6304801670146137,0.6701461377870563,0.7035490605427975,0.7369519832985386,0.7745302713987474,0.8079331941544885,0.8350730688935282,0.8747390396659708,0.906054279749478,0.9290187891440501,0.9394572025052192,0.9478079331941545,0.954070981210856,0.964509394572025,0.9770354906054279,0.9874739039665971,0.9979123173277662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_099_ax_fg,gradcam,0.3,112,121,0.0,0.0,0.0,0.0018975332068311196,0.013282732447817837,0.026565464895635674,0.04933586337760911,0.07590132827324478,0.10815939278937381,0.15370018975332067,0.19924098671726756,0.24667931688804554,0.29601518026565465,0.3415559772296015,0.3870967741935484,0.41935483870967744,0.4573055028462998,0.4952561669829222,0.5370018975332068,0.5787476280834914,0.6280834914611005,0.6850094876660342,0.7286527514231499,0.7628083491461101,0.7912713472485768,0.8292220113851992,0.8614800759013282,0.8861480075901328,0.8994307400379506,0.9108159392789373,0.920303605313093,0.9354838709677419,0.9544592030360531,0.9734345351043643,0.9810246679316889,0.9810246679316889,0.9810246679316889,0.9810246679316889,0.9810246679316889,0.9810246679316889,0.9810246679316889,0.9848197343453511,0.9905123339658444,0.9962049335863378,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_100_ax_fg,gradcam,0.3,114,109,0.005136986301369863,0.018835616438356163,0.04452054794520548,0.0702054794520548,0.09246575342465753,0.1232876712328767,0.14726027397260275,0.17465753424657535,0.2054794520547945,0.238013698630137,0.273972602739726,0.3099315068493151,0.351027397260274,0.3904109589041096,0.4280821917808219,0.4657534246575342,0.4948630136986301,0.5222602739726028,0.535958904109589,0.5513698630136986,0.5667808219178082,0.5787671232876712,0.5993150684931506,0.6095890410958904,0.6267123287671232,0.648972602739726,0.6712328767123288,0.702054794520548,0.7277397260273972,0.7585616438356164,0.7893835616438356,0.821917808219178,0.8476027397260274,0.8698630136986302,0.8904109589041096,0.8972602739726028,0.9006849315068494,0.910958904109589,0.9315068493150684,0.9571917808219178,0.9777397260273972,0.9897260273972602,0.9982876712328768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_101_ax_fg,gradcam,0.3,108,124,0.004524886877828055,0.012066365007541479,0.024132730015082957,0.043740573152337855,0.06033182503770739,0.08144796380090498,0.09803921568627451,0.11764705882352941,0.14177978883861236,0.17043740573152338,0.2066365007541478,0.2473604826546003,0.2911010558069382,0.3378582202111614,0.3936651583710407,0.4479638009049774,0.5143288084464555,0.5761689291101055,0.6410256410256411,0.7013574660633484,0.7541478129713424,0.8009049773755657,0.8461538461538461,0.8823529411764706,0.9140271493212669,0.9291101055806938,0.947209653092006,0.9562594268476622,0.9622926093514329,0.9622926093514329,0.9622926093514329,0.9622926093514329,0.9638009049773756,0.9683257918552036,0.975867269984917,0.9834087481146304,0.9909502262443439,0.9969834087481146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_102_ax_fg,gradcam,0.3,113,109,0.004341534008683068,0.01881331403762663,0.04052098408104197,0.07525325615050651,0.10709117221418235,0.1316931982633864,0.1577424023154848,0.18668596237337193,0.21128798842257598,0.24167872648335745,0.2735166425470333,0.30390738060781475,0.34008683068017365,0.3791606367583213,0.41678726483357453,0.45875542691751087,0.5007235890014472,0.5369030390738061,0.5615050651230101,0.5817655571635311,0.6020260492040521,0.6193921852387844,0.6338639652677279,0.6497829232995659,0.662807525325615,0.6888567293777135,0.7105643994211288,0.7351664254703328,0.7626628075253257,0.784370477568741,0.8191027496382055,0.8437047756874095,0.869753979739508,0.8871201157742402,0.8914616497829233,0.8958031837916064,0.9073806078147613,0.9247467438494935,0.9421128798842258,0.9551374819102749,0.9739507959479016,0.9884225759768451,0.9956584659913169,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_103_ax_fg,gradcam,0.3,110,109,0.004437869822485207,0.014792899408284023,0.029585798816568046,0.04585798816568047,0.0621301775147929,0.08431952662721894,0.10355029585798817,0.12721893491124261,0.15236686390532544,0.17751479289940827,0.21301775147928995,0.2440828402366864,0.28402366863905326,0.3254437869822485,0.3698224852071006,0.41420118343195267,0.4556213017751479,0.5029585798816568,0.5473372781065089,0.599112426035503,0.6464497041420119,0.6715976331360947,0.6937869822485208,0.7189349112426036,0.7411242603550295,0.7677514792899408,0.7928994082840237,0.8150887573964497,0.849112426035503,0.871301775147929,0.8905325443786982,0.8979289940828402,0.8994082840236687,0.9023668639053254,0.9097633136094675,0.9201183431952663,0.9363905325443787,0.9497041420118343,0.9571005917159763,0.9585798816568047,0.9585798816568047,0.9644970414201184,0.9704142011834319,0.9807692307692307,0.9896449704142012,0.9955621301775148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_104_ax_fg,gradcam,0.3,112,110,0.004694835680751174,0.02034428794992175,0.04381846635367762,0.07198748043818466,0.09702660406885759,0.1189358372456964,0.14397496087636932,0.17683881064162754,0.20970266040688576,0.24413145539906103,0.27699530516431925,0.3161189358372457,0.3615023474178404,0.41001564945226915,0.4522691705790297,0.49608763693270735,0.5414710485133021,0.5837245696400626,0.6275430359937402,0.6588419405320813,0.6854460093896714,0.702660406885759,0.7136150234741784,0.7323943661971831,0.7652582159624414,0.7918622848200313,0.8231611893583725,0.8528951486697965,0.8779342723004695,0.9123630672926447,0.9374021909233177,0.9608763693270735,0.971830985915493,0.9765258215962441,0.9780907668231612,0.9812206572769953,0.9890453834115805,0.9968701095461658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_105_ax_fg,gradcam,0.3,108,110,0.0,0.006578947368421052,0.014802631578947368,0.024671052631578948,0.03782894736842105,0.05263157894736842,0.0756578947368421,0.10032894736842106,0.13322368421052633,0.1611842105263158,0.1924342105263158,0.23190789473684212,0.27960526315789475,0.32894736842105265,0.37664473684210525,0.42598684210526316,0.47368421052631576,0.5197368421052632,0.5756578947368421,0.6282894736842105,0.6825657894736842,0.7286184210526315,0.774671052631579,0.8042763157894737,0.8322368421052632,0.8601973684210527,0.8848684210526315,0.9226973684210527,0.9555921052631579,0.9786184210526315,0.993421052631579,0.9983552631578947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_106_ax_fg,gradcam,0.3,119,114,0.005128205128205128,0.015384615384615385,0.039316239316239315,0.07008547008547009,0.11623931623931624,0.17606837606837608,0.2358974358974359,0.31794871794871793,0.40512820512820513,0.5025641025641026,0.576068376068376,0.6153846153846154,0.6307692307692307,0.6410256410256411,0.6478632478632479,0.6615384615384615,0.6752136752136753,0.6888888888888889,0.6991452991452991,0.7111111111111111,0.7213675213675214,0.7299145299145299,0.7401709401709402,0.7504273504273504,0.7623931623931623,0.7760683760683761,0.788034188034188,0.8017094017094017,0.8188034188034188,0.8461538461538461,0.8752136752136752,0.9094017094017094,0.9384615384615385,0.9675213675213675,0.9863247863247864,0.9965811965811966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_107_ax_fg,gradcam,0.3,110,110,0.007067137809187279,0.024734982332155476,0.045936395759717315,0.06713780918727916,0.0989399293286219,0.13250883392226148,0.17491166077738515,0.21731448763250882,0.26501766784452296,0.31448763250883394,0.35335689045936397,0.39399293286219084,0.43462897526501765,0.4787985865724382,0.5212014134275619,0.5565371024734982,0.598939929328622,0.6395759717314488,0.6837455830388692,0.7208480565371025,0.7632508833922261,0.7862190812720848,0.7968197879858657,0.8127208480565371,0.8392226148409894,0.8639575971731449,0.8886925795053003,0.9222614840989399,0.9522968197879859,0.9770318021201413,0.991166077738516,0.9982332155477032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800156517_20161011_108_ax_fg,gradcam,0.3,105,108,0.0,0.0,0.0,0.012612612612612612,0.03783783783783784,0.06486486486486487,0.0990990990990991,0.13513513513513514,0.16936936936936936,0.2018018018018018,0.23063063063063063,0.2648648648648649,0.2990990990990991,0.33693693693693694,0.37657657657657656,0.4126126126126126,0.45765765765765765,0.4990990990990991,0.5423423423423424,0.5837837837837838,0.6306306306306306,0.6810810810810811,0.7351351351351352,0.7945945945945946,0.8540540540540541,0.9153153153153153,0.9567567567567568,0.9765765765765766,0.990990990990991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
